prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlPartitionFrom,prlNPDIDPartitionFrom,prlAdditAreaTo,prlNPDIDAdditAreaTo,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
046 F,3,North sea,ACTIVE,NO,11.12.2015,31.12.2028,20,16,PRODUCTION,27159953,046,21156,,,https://factpages.sodir.no/licence/pageview/all/27159953,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=27159953,31.01.2025,31.01.2025,09.09.2025
047,3,North sea,INACTIVE,NO,07.01.1977,31.12.1993,368,0,,21164,,,,,https://factpages.sodir.no/licence/pageview/all/21164,,31.01.2025,31.01.2025,09.09.2025
048,3,North sea,ACTIVE,NO,18.02.1977,31.12.2032,322,11,PRODUCTION EXTENDED,21172,,,,,https://factpages.sodir.no/licence/pageview/all/21172,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21172,31.01.2025,31.01.2025,09.09.2025
048 B,Awarded additionally to round 3,North sea,INACTIVE,NO,10.01.2001,31.12.2015,31,0,,1342723,048,21172,,,https://factpages.sodir.no/licence/pageview/all/1342723,,31.01.2025,31.01.2025,09.09.2025
048 C,Awarded additionally to round 3,North sea,INACTIVE,NO,10.10.2005,18.02.2013,13,0,,3489506,048,21172,,,https://factpages.sodir.no/licence/pageview/all/3489506,,31.01.2025,31.01.2025,09.09.2025
048 D,3,North sea,ACTIVE,NO,10.10.2005,31.12.2030,9,6,PRODUCTION EXTENDED,3489553,048 B,1342723,,,https://factpages.sodir.no/licence/pageview/all/3489553,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3489553,31.01.2025,31.01.2025,09.09.2025
048 E,Awarded additionally to round 3,North sea,ACTIVE,NO,09.12.2010,31.12.2036,18,18,PRODUCTION EXTENDED,18450020,048,21172,,,https://factpages.sodir.no/licence/pageview/all/18450020,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=18450020,31.01.2025,31.01.2025,09.09.2025
049,3,North sea,INACTIVE,NO,23.12.1977,23.12.1983,486,0,,21180,,,,,https://factpages.sodir.no/licence/pageview/all/21180,,31.01.2025,31.01.2025,09.09.2025
050,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,16.06.1978,30.06.2036,501,294,PRODUCTION EXTENDED,21188,,,,,https://factpages.sodir.no/licence/pageview/all/21188,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21188,31.01.2025,07.05.2025,09.09.2025
050 B,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.08.1995,30.06.2036,98,75,PRODUCTION EXTENDED,21196,,,050,21188,https://factpages.sodir.no/licence/pageview/all/21196,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21196,31.01.2025,31.01.2025,09.09.2025
050 C,NST99,North sea,INACTIVE,YES OR PARTLY,04.06.1999,31.12.2020,50,0,,102490,,,050,21188,https://factpages.sodir.no/licence/pageview/all/102490,,31.01.2025,31.01.2025,09.09.2025
050 D,TFO2006,North sea,ACTIVE,YES OR PARTLY,16.02.2007,10.09.2031,54,7,PRODUCTION EXTENDED,4237912,,,050,21188,https://factpages.sodir.no/licence/pageview/all/4237912,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4237912,31.01.2025,31.01.2025,09.09.2025
050 DS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,06.10.2006,31.12.2026,4,4,PRODUCTION,4380141,050,21188,,,https://factpages.sodir.no/licence/pageview/all/4380141,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4380141,31.01.2025,31.01.2025,09.09.2025
050 ES,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,64,64,PRODUCTION EXTENDED,21668200,050,21188,,,https://factpages.sodir.no/licence/pageview/all/21668200,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21668200,31.01.2025,31.01.2025,09.09.2025
050 FS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,2,2,PRODUCTION EXTENDED,21668235,050 B,21196,,,https://factpages.sodir.no/licence/pageview/all/21668235,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21668235,31.01.2025,31.01.2025,09.09.2025
050 GS,NST99,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,7,7,PRODUCTION EXTENDED,21668262,050 C,102490,,,https://factpages.sodir.no/licence/pageview/all/21668262,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21668262,31.01.2025,31.01.2025,09.09.2025
050 HS,TFO2006,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,47,47,PRODUCTION,21668287,050 D,4237912,,,https://factpages.sodir.no/licence/pageview/all/21668287,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21668287,31.01.2025,31.01.2025,09.09.2025
050 IS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,23.05.2016,30.06.2036,3,3,PRODUCTION,28222868,050,21188,,,https://factpages.sodir.no/licence/pageview/all/28222868,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=28222868,31.01.2025,31.01.2025,09.09.2025
051,4,North sea,INACTIVE,NO,06.04.1979,06.04.2015,504,0,,21204,,,,,https://factpages.sodir.no/licence/pageview/all/21204,,31.01.2025,31.01.2025,09.09.2025
052,4,North sea,ACTIVE,NO,06.04.1979,31.12.2025,504,6,PRODUCTION EXTENDED,21212,,,,,https://factpages.sodir.no/licence/pageview/all/21212,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21212,31.01.2025,07.05.2025,09.09.2025
052 B,4,North sea,INACTIVE,NO,30.11.2001,06.04.2015,9,0,,1840712,052,21212,,,https://factpages.sodir.no/licence/pageview/all/1840712,,31.01.2025,31.01.2025,09.09.2025
052 C,TFO2007,North sea,INACTIVE,NO,29.02.2008,01.03.2011,12,0,,4918046,,,052,21212,https://factpages.sodir.no/licence/pageview/all/4918046,,31.01.2025,31.01.2025,09.09.2025
053,4,North sea,ACTIVE,NO,06.04.1979,01.03.2031,508,325,PRODUCTION EXTENDED,21220,,,,,https://factpages.sodir.no/licence/pageview/all/21220,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21220,31.01.2025,07.05.2025,09.09.2025
053 B,4,North sea,ACTIVE,NO,14.09.1998,06.04.2030,8,8,PRODUCTION EXTENDED,48207,053,21220,,,https://factpages.sodir.no/licence/pageview/all/48207,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=48207,31.01.2025,31.01.2025,09.09.2025
053 C,TFO2016,North sea,INACTIVE,NO,10.02.2017,09.02.2021,124,0,,28941860,,,053,21220,https://factpages.sodir.no/licence/pageview/all/28941860,,31.01.2025,31.01.2025,09.09.2025
054,4,North sea,ACTIVE,NO,06.04.1979,30.09.2030,504,320,PRODUCTION EXTENDED,21228,,,,,https://factpages.sodir.no/licence/pageview/all/21228,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21228,31.01.2025,13.05.2025,09.09.2025
055,4,North sea,ACTIVE,NO,06.04.1979,06.04.2030,508,122,PRODUCTION EXTENDED,21236,,,,,https://factpages.sodir.no/licence/pageview/all/21236,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21236,31.01.2025,07.05.2025,09.09.2025
055 B,NST99,North sea,ACTIVE,NO,04.06.1999,06.04.2030,28,5,PRODUCTION EXTENDED,102499,,,055,21236,https://factpages.sodir.no/licence/pageview/all/102499,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=102499,31.01.2025,31.01.2025,09.09.2025
055 C,Awarded additionally to NST99,North sea,ACTIVE,NO,27.06.2003,01.03.2031,5,5,PRODUCTION EXTENDED,2424830,055,21236,,,https://factpages.sodir.no/licence/pageview/all/2424830,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2424830,31.01.2025,31.01.2025,09.09.2025
055 D,TFO2012,North sea,ACTIVE,NO,08.02.2013,06.04.2030,22,22,PRODUCTION,22813096,,,055,21236,https://factpages.sodir.no/licence/pageview/all/22813096,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22813096,31.01.2025,31.01.2025,09.09.2025
055 E,TFO2019,North sea,ACTIVE,NO,14.02.2020,06.04.2030,14,5,PRODUCTION,36463530,,,055,21236,https://factpages.sodir.no/licence/pageview/all/36463530,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=36463530,31.01.2025,31.01.2025,09.09.2025
055 FS,4,North sea,ACTIVE,YES OR PARTLY,15.11.2024,15.11.2027,76,76,INITIAL,38724062,,,055,21236,https://factpages.sodir.no/licence/pageview/all/38724062,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724062,31.01.2025,31.01.2025,09.09.2025
056,4,North sea,INACTIVE,NO,06.04.1979,06.04.1987,489,0,,21244,,,,,https://factpages.sodir.no/licence/pageview/all/21244,,31.01.2025,31.01.2025,09.09.2025
057,4,North sea,ACTIVE,NO,06.04.1979,31.12.2040,493,117,PRODUCTION EXTENDED,21252,,,,,https://factpages.sodir.no/licence/pageview/all/21252,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21252,31.01.2025,31.01.2025,09.09.2025
058,4,North sea,INACTIVE,NO,06.04.1979,06.04.1989,497,0,,21260,,,,,https://factpages.sodir.no/licence/pageview/all/21260,,31.01.2025,31.01.2025,09.09.2025
059,5,Norwegian sea,INACTIVE,NO,18.01.1980,18.01.1986,436,0,,21268,,,,,https://factpages.sodir.no/licence/pageview/all/21268,,31.01.2025,31.01.2025,09.09.2025
060,5,Barents sea,INACTIVE,NO,18.01.1980,18.01.1986,336,0,,21276,,,,,https://factpages.sodir.no/licence/pageview/all/21276,,31.01.2025,31.01.2025,09.09.2025
061,5,Barents sea,INACTIVE,NO,18.01.1980,31.12.1993,336,0,,21284,,,,,https://factpages.sodir.no/licence/pageview/all/21284,,31.01.2025,31.01.2025,09.09.2025
062,5,Norwegian sea,ACTIVE,NO,27.03.1981,10.04.2027,436,51,PRODUCTION EXTENDED,21292,,,,,https://factpages.sodir.no/licence/pageview/all/21292,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21292,04.02.2025,31.01.2025,09.09.2025
063,5,Barents sea,INACTIVE,NO,27.03.1981,27.03.1987,332,0,,21300,,,,,https://factpages.sodir.no/licence/pageview/all/21300,,31.01.2025,31.01.2025,09.09.2025
064,5,Barents sea,ACTIVE,NO,27.03.1981,01.10.2035,332,134,PRODUCTION EXTENDED,21308,,,,,https://factpages.sodir.no/licence/pageview/all/21308,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21308,31.01.2025,31.01.2025,09.09.2025
065,6,North sea,ACTIVE,NO,21.08.1981,01.01.2029,366,30,PRODUCTION EXTENDED,21316,,,,,https://factpages.sodir.no/licence/pageview/all/21316,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21316,31.01.2025,07.05.2025,09.09.2025
065 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,01.01.2022,9,9,,30977515,,,065,21316,https://factpages.sodir.no/licence/pageview/all/30977515,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30977515,31.01.2025,31.01.2025,09.09.2025
066,6,North sea,INACTIVE,NO,21.08.1981,31.12.2002,566,0,,21324,,,,,https://factpages.sodir.no/licence/pageview/all/21324,,31.01.2025,31.01.2025,09.09.2025
067,6,North sea,INACTIVE,NO,21.08.1981,01.01.1999,184,0,,21332,,,,,https://factpages.sodir.no/licence/pageview/all/21332,,31.01.2025,31.01.2025,09.09.2025
068,6,North sea,INACTIVE,NO,21.08.1981,01.01.1992,219,0,,21340,,,,,https://factpages.sodir.no/licence/pageview/all/21340,,31.01.2025,31.01.2025,09.09.2025
069,6,North sea,INACTIVE,NO,21.08.1981,31.12.1999,558,0,,21348,,,,,https://factpages.sodir.no/licence/pageview/all/21348,,31.01.2025,31.01.2025,09.09.2025
070,6,North sea,INACTIVE,NO,21.08.1981,31.12.1999,416,0,,21356,,,,,https://factpages.sodir.no/licence/pageview/all/21356,,31.01.2025,31.01.2025,09.09.2025
071,6,North sea,INACTIVE,NO,21.08.1981,01.01.1989,367,0,,21364,,,,,https://factpages.sodir.no/licence/pageview/all/21364,,31.01.2025,31.01.2025,09.09.2025
072,6,North sea,ACTIVE,NO,21.08.1981,31.12.2035,543,38,PRODUCTION EXTENDED,21372,,,,,https://factpages.sodir.no/licence/pageview/all/21372,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21372,31.01.2025,31.01.2025,09.09.2025
072 B,6,North sea,ACTIVE,NO,24.09.2001,31.12.2028,80,11,PRODUCTION EXTENDED,1630345,072,21372,,,https://factpages.sodir.no/licence/pageview/all/1630345,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1630345,31.01.2025,07.05.2025,09.09.2025
072 C,6,North sea,INACTIVE,NO,21.12.2011,31.12.2014,22,0,,21350207,072 B,1630345,,,https://factpages.sodir.no/licence/pageview/all/21350207,,31.01.2025,31.01.2025,09.09.2025
072 D,TFO2013,North sea,INACTIVE,NO,07.02.2014,16.11.2016,14,0,,24214398,,,072 B,1630345,https://factpages.sodir.no/licence/pageview/all/24214398,,31.01.2025,07.05.2025,09.09.2025
072 E,TFO2014,North sea,INACTIVE,NO,06.02.2015,16.11.2016,4,0,,25611559,,,072 D,24214398,https://factpages.sodir.no/licence/pageview/all/25611559,,31.01.2025,31.01.2025,09.09.2025
072 F,6,North sea,INACTIVE,NO,13.08.2015,31.12.2016,17,0,,26464459,072 B,1630345,,,https://factpages.sodir.no/licence/pageview/all/26464459,,31.01.2025,31.01.2025,09.09.2025
073,5,Norwegian sea,ACTIVE,NO,23.04.1982,31.12.2029,440,73,PRODUCTION EXTENDED,21380,,,,,https://factpages.sodir.no/licence/pageview/all/21380,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21380,04.02.2025,07.05.2025,09.09.2025
073 B,TFO2004,Norwegian sea,ACTIVE,NO,17.12.2004,31.12.2029,16,16,PRODUCTION,2987414,,,073,21380,https://factpages.sodir.no/licence/pageview/all/2987414,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2987414,04.02.2025,16.04.2025,09.09.2025
074,5,Norwegian sea,ACTIVE,NO,23.04.1982,10.04.2027,440,61,PRODUCTION EXTENDED,21388,,,,,https://factpages.sodir.no/licence/pageview/all/21388,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21388,04.02.2025,07.05.2025,09.09.2025
074 B,TFO2007,Norwegian sea,ACTIVE,YES OR PARTLY,29.02.2008,10.04.2027,6,6,PRODUCTION,4918544,,,074,21388,https://factpages.sodir.no/licence/pageview/all/4918544,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4918544,04.02.2025,16.04.2025,09.09.2025
074 CS,5,Norwegian sea,ACTIVE,YES OR PARTLY,26.04.2021,10.04.2027,38,38,PRODUCTION,38683617,074,21388,,,https://factpages.sodir.no/licence/pageview/all/38683617,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38683617,31.01.2025,31.01.2025,09.09.2025
074 DS,5,Norwegian sea,ACTIVE,YES OR PARTLY,26.04.2021,10.04.2027,6,6,PRODUCTION,38683680,074,21388,,,https://factpages.sodir.no/licence/pageview/all/38683680,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38683680,31.01.2025,31.01.2025,09.09.2025
074 ES,TFO2007,Norwegian sea,ACTIVE,YES OR PARTLY,26.04.2021,10.04.2027,3,3,PRODUCTION,38683700,074 B,4918544,,,https://factpages.sodir.no/licence/pageview/all/38683700,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38683700,31.01.2025,31.01.2025,09.09.2025
075,5,Norwegian sea,INACTIVE,NO,23.04.1982,23.04.1988,436,0,,21396,,,,,https://factpages.sodir.no/licence/pageview/all/21396,,31.01.2025,31.01.2025,09.09.2025
076,5,Barents sea,INACTIVE,NO,23.04.1982,23.04.1988,332,0,,21404,,,,,https://factpages.sodir.no/licence/pageview/all/21404,,31.01.2025,31.01.2025,09.09.2025
077,5,Barents sea,ACTIVE,NO,23.04.1982,01.10.2035,332,60,PRODUCTION EXTENDED,21412,,,,,https://factpages.sodir.no/licence/pageview/all/21412,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21412,31.01.2025,31.01.2025,09.09.2025
078,5,Barents sea,ACTIVE,NO,23.04.1982,01.10.2035,332,66,PRODUCTION EXTENDED,21420,,,,,https://factpages.sodir.no/licence/pageview/all/21420,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21420,31.01.2025,31.01.2025,09.09.2025
079,Awarded additionally to round 6,North sea,ACTIVE,NO,20.08.1982,01.03.2031,102,102,PRODUCTION EXTENDED,34635,,,,,https://factpages.sodir.no/licence/pageview/all/34635,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34635,31.01.2025,31.01.2025,09.09.2025
080,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,412,0,,21436,,,,,https://factpages.sodir.no/licence/pageview/all/21436,,31.01.2025,31.01.2025,09.09.2025
081,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,416,0,,21444,,,,,https://factpages.sodir.no/licence/pageview/all/21444,,31.01.2025,31.01.2025,09.09.2025
082,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,420,0,,21452,,,,,https://factpages.sodir.no/licence/pageview/all/21452,,31.01.2025,31.01.2025,09.09.2025
083,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,420,0,,21460,,,,,https://factpages.sodir.no/licence/pageview/all/21460,,31.01.2025,31.01.2025,09.09.2025
084,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,416,0,,21468,,,,,https://factpages.sodir.no/licence/pageview/all/21468,,31.01.2025,31.01.2025,09.09.2025
085,Awarded additionally to round 7,North sea,ACTIVE,NO,08.07.1983,30.09.2030,1521,795,PRODUCTION EXTENDED,21476,,,,,https://factpages.sodir.no/licence/pageview/all/21476,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21476,31.01.2025,13.05.2025,09.09.2025
085 B,Awarded additionally to round 7,North sea,ACTIVE,NO,11.09.1992,30.09.2030,27,27,PRODUCTION EXTENDED,21484,,,085,21476,https://factpages.sodir.no/licence/pageview/all/21484,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21484,03.06.2025,03.06.2025,09.09.2025
085 C,Awarded additionally to round 7,North sea,ACTIVE,NO,25.01.2002,30.09.2030,19,19,PRODUCTION,2051285,,,085,21476,https://factpages.sodir.no/licence/pageview/all/2051285,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2051285,31.01.2025,13.05.2025,09.09.2025
085 D,TFO2005,North sea,INACTIVE,NO,06.01.2006,01.01.2008,97,0,,3810164,,,085,21476,https://factpages.sodir.no/licence/pageview/all/3810164,,31.01.2025,31.01.2025,09.09.2025
086,8,North sea,INACTIVE,NO,09.03.1984,01.01.2001,595,0,,21492,,,,,https://factpages.sodir.no/licence/pageview/all/21492,,31.01.2025,31.01.2025,09.09.2025
087,8,North sea,INACTIVE,NO,09.03.1984,31.12.1994,539,0,,21500,,,,,https://factpages.sodir.no/licence/pageview/all/21500,,31.01.2025,31.01.2025,09.09.2025
088,8,North sea,INACTIVE,YES OR PARTLY,09.03.1984,31.12.2014,401,0,,21508,,,,,https://factpages.sodir.no/licence/pageview/all/21508,,31.01.2025,31.01.2025,09.09.2025
088 BS,8,North sea,ACTIVE,YES OR PARTLY,21.03.2003,02.02.2032,97,62,PRODUCTION EXTENDED,2787418,088,21508,,,https://factpages.sodir.no/licence/pageview/all/2787418,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2787418,31.01.2025,31.01.2025,09.09.2025
089,8,North sea,ACTIVE,YES OR PARTLY,09.03.1984,31.12.2040,447,291,PRODUCTION EXTENDED,21516,,,,,https://factpages.sodir.no/licence/pageview/all/21516,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21516,31.01.2025,31.01.2025,09.09.2025
089 BS,8,North sea,ACTIVE,YES OR PARTLY,20.12.2023,31.12.2040,4,4,PRODUCTION,38724052,,,,,https://factpages.sodir.no/licence/pageview/all/38724052,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724052,31.01.2025,31.01.2025,09.09.2025
089 CS,8,North sea,ACTIVE,YES OR PARTLY,20.12.2023,31.12.2040,13,13,PRODUCTION,38724053,,,,,https://factpages.sodir.no/licence/pageview/all/38724053,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724053,31.01.2025,31.01.2025,09.09.2025
090,8,North sea,ACTIVE,NO,09.03.1984,31.12.2040,501,182,PRODUCTION EXTENDED,21524,,,,,https://factpages.sodir.no/licence/pageview/all/21524,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21524,31.01.2025,07.05.2025,09.09.2025
090 B,8,North sea,ACTIVE,NO,25.05.2005,09.03.2026,22,22,PRODUCTION EXTENDED,3426781,090,21524,,,https://factpages.sodir.no/licence/pageview/all/3426781,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3426781,31.01.2025,31.01.2025,09.09.2025
090 C,8,North sea,ACTIVE,YES OR PARTLY,25.05.2005,04.06.2035,22,22,PRODUCTION EXTENDED,3426824,090,21524,,,https://factpages.sodir.no/licence/pageview/all/3426824,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3426824,31.01.2025,31.01.2025,09.09.2025
090 D,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.01.2010,25,0,,3811847,,,090,21524,https://factpages.sodir.no/licence/pageview/all/3811847,,31.01.2025,31.01.2025,09.09.2025
090 E,TFO2009,North sea,ACTIVE,NO,19.02.2010,31.12.2040,15,15,PRODUCTION EXTENDED,17642079,,,090,21524,https://factpages.sodir.no/licence/pageview/all/17642079,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=17642079,31.01.2025,31.01.2025,09.09.2025
090 F,8,North sea,INACTIVE,YES OR PARTLY,22.01.2013,08.03.2024,21,0,,23268186,090,21524,,,https://factpages.sodir.no/licence/pageview/all/23268186,,05.02.2025,31.01.2025,09.09.2025
090 G,8,North sea,ACTIVE,NO,22.01.2013,04.06.2035,4,4,PRODUCTION EXTENDED,23268222,090,21524,,,https://factpages.sodir.no/licence/pageview/all/23268222,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=23268222,31.01.2025,31.01.2025,09.09.2025
090 HS,Awarded additionally to round 8,North sea,ACTIVE,YES OR PARTLY,09.04.2013,04.06.2035,22,22,PRODUCTION,23297006,090 C,3426824,,,https://factpages.sodir.no/licence/pageview/all/23297006,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=23297006,31.01.2025,05.03.2025,09.09.2025
090 I,TFO2017,North sea,ACTIVE,NO,02.03.2018,30.06.2025,55,55,PRODUCTION,30977789,,,090,21524,https://factpages.sodir.no/licence/pageview/all/30977789,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30977789,09.09.2025,09.09.2025,09.09.2025
090 JS,8,North sea,ACTIVE,YES OR PARTLY,09.10.2018,31.12.2026,4,4,PRODUCTION EXTENDED,33309858,090 F,23268186,,,https://factpages.sodir.no/licence/pageview/all/33309858,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=33309858,31.01.2025,31.01.2025,09.09.2025
091,8,Norwegian sea,ACTIVE,NO,09.03.1984,31.12.2029,440,41,PRODUCTION EXTENDED,21532,,,,,https://factpages.sodir.no/licence/pageview/all/21532,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21532,31.01.2025,07.05.2025,09.09.2025
091 B,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.10.2009,21,0,,3812205,,,091,21532,https://factpages.sodir.no/licence/pageview/all/3812205,,31.01.2025,16.04.2025,09.09.2025
091 C,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.02.2008,38,0,,3811888,,,091,21532,https://factpages.sodir.no/licence/pageview/all/3811888,,31.01.2025,16.04.2025,09.09.2025
