prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlPartitionFrom,prlNPDIDPartitionFrom,prlAdditAreaTo,prlNPDIDAdditAreaTo,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
146 B,TFO2020,North sea,ACTIVE,NO,19.02.2021,31.12.2055,11,11,PRODUCTION EXTENDED,38095226,,,146,21980,https://factpages.sodir.no/licence/pageview/all/38095226,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38095226,31.01.2025,31.01.2025,09.09.2025
147,12,North sea,ACTIVE,NO,08.07.1988,08.07.2027,468,19,PRODUCTION,21988,,,,,https://factpages.sodir.no/licence/pageview/all/21988,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21988,26.03.2025,07.05.2025,09.09.2025
147 B,TFO2024,North sea,ACTIVE,NO,14.03.2025,14.03.2030,30,30,INITIAL,38724068,,,147,21988,https://factpages.sodir.no/licence/pageview/all/38724068,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724068,29.05.2025,29.05.2025,09.09.2025
148,12,North sea,INACTIVE,NO,08.07.1988,31.12.2021,543,0,,21996,,,,,https://factpages.sodir.no/licence/pageview/all/21996,,31.01.2025,07.05.2025,09.09.2025
148 B,TFO2013,North sea,INACTIVE,NO,07.02.2014,31.12.2015,22,0,,24214413,,,148,21996,https://factpages.sodir.no/licence/pageview/all/24214413,,31.01.2025,31.01.2025,09.09.2025
149,12,North sea,INACTIVE,NO,08.07.1988,08.07.1994,536,0,,22004,,,,,https://factpages.sodir.no/licence/pageview/all/22004,,31.01.2025,31.01.2025,09.09.2025
150,12,North sea,ACTIVE,NO,08.07.1988,02.02.2032,375,47,PRODUCTION EXTENDED,22012,,,,,https://factpages.sodir.no/licence/pageview/all/22012,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22012,31.01.2025,07.05.2025,09.09.2025
150 B,TFO2010,North sea,INACTIVE,NO,04.02.2011,04.02.2018,30,0,,20108072,,,150,22012,https://factpages.sodir.no/licence/pageview/all/20108072,,31.01.2025,31.01.2025,09.09.2025
151,12,North sea,INACTIVE,NO,08.07.1988,08.07.1994,520,0,,22020,,,,,https://factpages.sodir.no/licence/pageview/all/22020,,31.01.2025,31.01.2025,09.09.2025
152,12,North sea,ACTIVE,NO,08.07.1988,30.06.2036,138,20,PRODUCTION EXTENDED,22028,,,,,https://factpages.sodir.no/licence/pageview/all/22028,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22028,31.01.2025,31.01.2025,09.09.2025
153,12,North sea,ACTIVE,NO,08.07.1988,08.07.2028,993,114,PRODUCTION EXTENDED,22036,,,,,https://factpages.sodir.no/licence/pageview/all/22036,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22036,31.01.2025,07.05.2025,09.09.2025
153 B,TFO2007,North sea,ACTIVE,NO,29.02.2008,08.07.2028,7,7,PRODUCTION,4918242,,,153,22036,https://factpages.sodir.no/licence/pageview/all/4918242,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4918242,31.01.2025,31.01.2025,09.09.2025
153 C,TFO2017,North sea,ACTIVE,NO,02.03.2018,08.07.2028,16,16,PRODUCTION,30977870,,,153,22036,https://factpages.sodir.no/licence/pageview/all/30977870,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30977870,31.01.2025,31.01.2025,09.09.2025
154,12-B,Norwegian sea,INACTIVE,NO,03.03.1989,03.03.1995,941,0,,22044,,,,,https://factpages.sodir.no/licence/pageview/all/22044,,31.01.2025,31.01.2025,09.09.2025
155,12-B,Norwegian sea,INACTIVE,NO,03.03.1989,18.02.1993,469,0,,22052,,,,,https://factpages.sodir.no/licence/pageview/all/22052,,31.01.2025,31.01.2025,09.09.2025
156,12-B,Norwegian sea,INACTIVE,NO,03.03.1989,31.12.2002,453,0,,22060,,,,,https://factpages.sodir.no/licence/pageview/all/22060,,31.01.2025,31.01.2025,09.09.2025
157,12-B,Norwegian sea,INACTIVE,NO,03.03.1989,31.12.1999,453,0,,22068,,,,,https://factpages.sodir.no/licence/pageview/all/22068,,31.01.2025,31.01.2025,09.09.2025
158,12-B,Norwegian sea,ACTIVE,NO,03.03.1989,31.12.2040,449,6,PRODUCTION EXTENDED,22076,,,,,https://factpages.sodir.no/licence/pageview/all/22076,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22076,31.01.2025,31.01.2025,09.09.2025
159,12-B,Norwegian sea,ACTIVE,NO,03.03.1989,03.03.2029,424,56,PRODUCTION,22084,,,,,https://factpages.sodir.no/licence/pageview/all/22084,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22084,31.01.2025,31.01.2025,09.09.2025
159 B,12-B,Norwegian sea,ACTIVE,NO,13.08.2004,03.03.2029,77,45,PRODUCTION,2819945,159,22084,,,https://factpages.sodir.no/licence/pageview/all/2819945,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2819945,31.01.2025,07.05.2025,09.09.2025
159 C,12-B,Norwegian sea,INACTIVE,NO,13.02.2008,31.12.2017,61,0,,4939362,159,22084,,,https://factpages.sodir.no/licence/pageview/all/4939362,,31.01.2025,07.05.2025,09.09.2025
159 D,12-B,Norwegian sea,ACTIVE,NO,13.02.2008,31.12.2036,18,7,PRODUCTION,4939421,159,22084,,,https://factpages.sodir.no/licence/pageview/all/4939421,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4939421,31.01.2025,07.05.2025,09.09.2025
159 E,TFO2014,Norwegian sea,INACTIVE,NO,06.02.2015,06.02.2018,7,0,,25611889,,,159 C,4939362,https://factpages.sodir.no/licence/pageview/all/25611889,,31.01.2025,16.04.2025,09.09.2025
159 F,12-B,Norwegian sea,INACTIVE,NO,22.05.2017,01.01.2025,15,0,,29468112,159 B,2819945,,,https://factpages.sodir.no/licence/pageview/all/29468112,,13.06.2025,31.01.2025,09.09.2025
159 G,TFO2018,Norwegian sea,ACTIVE,NO,01.03.2019,03.03.2029,3,3,PRODUCTION,34041850,,,159 B,2819945,https://factpages.sodir.no/licence/pageview/all/34041850,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34041850,04.02.2025,31.01.2025,09.09.2025
159 H,TFO2022,Norwegian sea,ACTIVE,NO,17.02.2023,17.02.2024,1,1,,38723940,,,159 D,4939421,https://factpages.sodir.no/licence/pageview/all/38723940,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723940,31.01.2025,16.04.2025,09.09.2025
160,12-B,Barents sea,INACTIVE,NO,03.03.1989,01.11.1993,612,0,,22092,,,,,https://factpages.sodir.no/licence/pageview/all/22092,,31.01.2025,31.01.2025,09.09.2025
161,12-B,Barents sea,INACTIVE,NO,03.03.1989,31.12.1993,629,0,,22100,,,,,https://factpages.sodir.no/licence/pageview/all/22100,,31.01.2025,31.01.2025,09.09.2025
162,12-B,Barents sea,INACTIVE,NO,03.03.1989,31.12.1991,603,0,,22108,,,,,https://factpages.sodir.no/licence/pageview/all/22108,,31.01.2025,31.01.2025,09.09.2025
163,13,North sea,INACTIVE,NO,01.03.1991,01.03.2000,102,0,,22116,,,,,https://factpages.sodir.no/licence/pageview/all/22116,,31.01.2025,31.01.2025,09.09.2025
164,13,North sea,INACTIVE,NO,01.03.1991,01.03.1997,784,0,,22124,,,,,https://factpages.sodir.no/licence/pageview/all/22124,,31.01.2025,31.01.2025,09.09.2025
165,13,North sea,INACTIVE,NO,01.03.1991,01.11.1994,558,0,,22132,,,,,https://factpages.sodir.no/licence/pageview/all/22132,,31.01.2025,31.01.2025,09.09.2025
166,13,North sea,INACTIVE,NO,01.03.1991,31.12.2002,270,0,,22140,,,,,https://factpages.sodir.no/licence/pageview/all/22140,,31.01.2025,31.01.2025,09.09.2025
167,13,North sea,ACTIVE,NO,01.03.1991,01.03.2030,209,21,PRODUCTION,22148,,,,,https://factpages.sodir.no/licence/pageview/all/22148,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22148,31.01.2025,07.05.2025,09.09.2025
167 B,NST2002,North sea,ACTIVE,NO,11.04.2003,01.03.2030,37,4,PRODUCTION,2407874,,,167,22148,https://factpages.sodir.no/licence/pageview/all/2407874,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2407874,31.01.2025,31.01.2025,09.09.2025
167 C,TFO2017,North sea,ACTIVE,NO,02.03.2018,01.03.2030,13,13,PRODUCTION,30977591,,,167,22148,https://factpages.sodir.no/licence/pageview/all/30977591,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30977591,31.01.2025,31.01.2025,09.09.2025
168,13,North sea,INACTIVE,NO,01.03.1991,31.12.2003,268,0,,22156,,,,,https://factpages.sodir.no/licence/pageview/all/22156,,31.01.2025,31.01.2025,09.09.2025
169,13,North sea,ACTIVE,NO,01.03.1991,01.03.2030,589,89,PRODUCTION,22164,,,,,https://factpages.sodir.no/licence/pageview/all/22164,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22164,31.01.2025,07.05.2025,09.09.2025
169 B1,13,North sea,ACTIVE,NO,01.03.2000,01.03.2030,52,50,PRODUCTION,1030964,169,22164,,,https://factpages.sodir.no/licence/pageview/all/1030964,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1030964,31.01.2025,31.01.2025,09.09.2025
169 B2,13,North sea,ACTIVE,NO,01.03.2000,01.03.2030,23,21,PRODUCTION,1031002,169,22164,,,https://factpages.sodir.no/licence/pageview/all/1031002,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1031002,31.01.2025,31.01.2025,09.09.2025
169 C,13,North sea,INACTIVE,NO,27.03.2009,31.12.2019,26,0,,5479914,169,22164,,,https://factpages.sodir.no/licence/pageview/all/5479914,,31.01.2025,31.01.2025,09.09.2025
169 D,TFO2009,North sea,INACTIVE,NO,19.02.2010,31.12.2014,9,0,,17320383,,,169,22164,https://factpages.sodir.no/licence/pageview/all/17320383,,31.01.2025,31.01.2025,09.09.2025
169 E,13,North sea,ACTIVE,NO,04.11.2011,01.03.2030,19,19,PRODUCTION,21124742,169,22164,,,https://factpages.sodir.no/licence/pageview/all/21124742,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21124742,31.01.2025,31.01.2025,09.09.2025
170,13,North sea,INACTIVE,NO,01.03.1991,31.12.1997,174,0,,22172,,,,,https://factpages.sodir.no/licence/pageview/all/22172,,31.01.2025,31.01.2025,09.09.2025
171,13,North sea,INACTIVE,NO,01.03.1991,31.12.2002,516,0,,22180,,,,,https://factpages.sodir.no/licence/pageview/all/22180,,31.01.2025,31.01.2025,09.09.2025
171 B,13,North sea,ACTIVE,NO,09.10.2000,01.03.2031,23,20,PRODUCTION,1333384,171,22180,,,https://factpages.sodir.no/licence/pageview/all/1333384,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1333384,31.01.2025,31.01.2025,09.09.2025
172,13,North sea,INACTIVE,NO,01.03.1991,31.12.2003,157,0,,22188,,,,,https://factpages.sodir.no/licence/pageview/all/22188,,31.01.2025,31.01.2025,09.09.2025
173,13,North sea,INACTIVE,NO,01.03.1991,27.12.2000,501,0,,22196,,,,,https://factpages.sodir.no/licence/pageview/all/22196,,31.01.2025,31.01.2025,09.09.2025
174,13,North sea,INACTIVE,NO,01.03.1991,31.12.2003,501,0,,22204,,,,,https://factpages.sodir.no/licence/pageview/all/22204,,31.01.2025,31.01.2025,09.09.2025
175,13,Norwegian sea,INACTIVE,NO,01.03.1991,31.12.1999,969,0,,22212,,,,,https://factpages.sodir.no/licence/pageview/all/22212,,31.01.2025,31.01.2025,09.09.2025
176,13,Norwegian sea,ACTIVE,NO,01.03.1991,31.12.2040,905,8,PRODUCTION EXTENDED,22220,,,,,https://factpages.sodir.no/licence/pageview/all/22220,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22220,04.02.2025,31.01.2025,09.09.2025
177,13,Norwegian sea,INACTIVE,NO,01.03.1991,01.01.2000,815,0,,22228,,,,,https://factpages.sodir.no/licence/pageview/all/22228,,31.01.2025,31.01.2025,09.09.2025
178,13,Barents sea,INACTIVE,NO,01.03.1991,31.12.1993,650,0,,22236,,,,,https://factpages.sodir.no/licence/pageview/all/22236,,31.01.2025,31.01.2025,09.09.2025
179,13,Barents sea,INACTIVE,NO,01.03.1991,22.12.1994,646,0,,22244,,,,,https://factpages.sodir.no/licence/pageview/all/22244,,31.01.2025,31.01.2025,09.09.2025
180,13,Barents sea,INACTIVE,NO,01.03.1991,01.04.1995,327,0,,22252,,,,,https://factpages.sodir.no/licence/pageview/all/22252,,31.01.2025,31.01.2025,09.09.2025
181,13,Barents sea,INACTIVE,NO,01.03.1991,01.03.1999,986,0,,22260,,,,,https://factpages.sodir.no/licence/pageview/all/22260,,31.01.2025,31.01.2025,09.09.2025
182,13,Barents sea,INACTIVE,NO,01.03.1991,31.12.2000,629,0,,22268,,,,,https://factpages.sodir.no/licence/pageview/all/22268,,31.01.2025,31.01.2025,09.09.2025
183,13,Barents sea,INACTIVE,NO,01.03.1991,11.04.1995,637,0,,22276,,,,,https://factpages.sodir.no/licence/pageview/all/22276,,31.01.2025,31.01.2025,09.09.2025
184,13,Barents sea,INACTIVE,NO,01.03.1991,01.07.1994,883,0,,22284,,,,,https://factpages.sodir.no/licence/pageview/all/22284,,31.01.2025,31.01.2025,09.09.2025
185,Awarded additionally to round 13,North sea,ACTIVE,NO,13.09.1991,06.04.2030,26,26,PRODUCTION EXTENDED,22292,,,,,https://factpages.sodir.no/licence/pageview/all/22292,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22292,31.01.2025,31.01.2025,09.09.2025
186,14,North sea,INACTIVE,NO,10.09.1993,10.09.1999,233,0,,22300,,,,,https://factpages.sodir.no/licence/pageview/all/22300,,31.01.2025,31.01.2025,09.09.2025
187,14,North sea,ACTIVE,NO,10.09.1993,10.09.2032,375,68,PRODUCTION,22308,,,,,https://factpages.sodir.no/licence/pageview/all/22308,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22308,31.01.2025,31.01.2025,09.09.2025
188,14,North sea,INACTIVE,NO,10.09.1993,20.04.1998,536,0,,22316,,,,,https://factpages.sodir.no/licence/pageview/all/22316,,31.01.2025,31.01.2025,09.09.2025
189,14,North sea,INACTIVE,NO,10.09.1993,01.01.2005,637,0,,22324,,,,,https://factpages.sodir.no/licence/pageview/all/22324,,31.01.2025,31.01.2025,09.09.2025
190,14,North sea,ACTIVE,NO,10.09.1993,10.09.2032,512,157,PRODUCTION,22332,,,,,https://factpages.sodir.no/licence/pageview/all/22332,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22332,31.01.2025,07.05.2025,09.09.2025
190 B,TFO2012,North sea,INACTIVE,NO,08.02.2013,08.02.2016,154,0,,22813207,,,190,22332,https://factpages.sodir.no/licence/pageview/all/22813207,,31.01.2025,31.01.2025,09.09.2025
191,14,North sea,INACTIVE,NO,10.09.1993,10.09.2003,850,0,,1043631,,,,,https://factpages.sodir.no/licence/pageview/all/1043631,,31.01.2025,31.01.2025,09.09.2025
192,14,North sea,INACTIVE,NO,10.09.1993,06.10.1999,493,0,,22348,,,,,https://factpages.sodir.no/licence/pageview/all/22348,,31.01.2025,31.01.2025,09.09.2025
193,14,North sea,ACTIVE,NO,10.09.1993,10.09.2031,501,127,PRODUCTION,22356,,,,,https://factpages.sodir.no/licence/pageview/all/22356,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22356,31.01.2025,07.05.2025,09.09.2025
193 B,TFO2008,North sea,ACTIVE,NO,23.01.2009,10.09.2031,5,5,PRODUCTION,5107611,,,193,22356,https://factpages.sodir.no/licence/pageview/all/5107611,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=5107611,31.01.2025,31.01.2025,09.09.2025
193 C,TFO2010,North sea,ACTIVE,NO,04.02.2011,10.09.2031,50,7,PRODUCTION,20108409,,,193,22356,https://factpages.sodir.no/licence/pageview/all/20108409,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20108409,31.01.2025,31.01.2025,09.09.2025
193 D,14,North sea,ACTIVE,NO,21.12.2011,10.09.2031,78,78,PRODUCTION,21349950,193,22356,,,https://factpages.sodir.no/licence/pageview/all/21349950,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21349950,31.01.2025,31.01.2025,09.09.2025
193 E,TFO2011,North sea,ACTIVE,NO,03.02.2012,10.09.2031,18,10,PRODUCTION,21568992,,,193,22356,https://factpages.sodir.no/licence/pageview/all/21568992,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21568992,31.01.2025,31.01.2025,09.09.2025
193 FS,14,North sea,ACTIVE,YES OR PARTLY,07.04.2017,10.09.2031,5,5,PRODUCTION,29468347,193,22356,,,https://factpages.sodir.no/licence/pageview/all/29468347,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=29468347,31.01.2025,31.01.2025,09.09.2025
193 GS,14,North sea,ACTIVE,YES OR PARTLY,11.04.2019,10.09.2031,38,38,PRODUCTION,34781415,193,22356,,,https://factpages.sodir.no/licence/pageview/all/34781415,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34781415,31.01.2025,31.01.2025,09.09.2025
194,14,North sea,INACTIVE,NO,10.09.1993,28.03.2000,616,0,,22364,,,,,https://factpages.sodir.no/licence/pageview/all/22364,,31.01.2025,31.01.2025,09.09.2025
195,14,North sea,ACTIVE,NO,10.09.1993,10.09.2030,404,30,PRODUCTION,22372,,,,,https://factpages.sodir.no/licence/pageview/all/22372,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22372,31.01.2025,07.05.2025,09.09.2025
195 B,TFO2005,North sea,ACTIVE,NO,06.01.2006,10.09.2030,17,15,PRODUCTION,3812021,,,195,22372,https://factpages.sodir.no/licence/pageview/all/3812021,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3812021,31.01.2025,31.01.2025,09.09.2025
196,14,North sea,INACTIVE,NO,10.09.1993,10.03.2002,985,0,,22380,,,,,https://factpages.sodir.no/licence/pageview/all/22380,,31.01.2025,31.01.2025,09.09.2025
197,14,Norwegian sea,INACTIVE,NO,10.09.1993,31.12.2002,917,0,,22388,,,,,https://factpages.sodir.no/licence/pageview/all/22388,,31.01.2025,31.01.2025,09.09.2025
198,14,Norwegian sea,INACTIVE,NO,10.09.1993,10.09.1999,461,0,,22396,,,,,https://factpages.sodir.no/licence/pageview/all/22396,,31.01.2025,31.01.2025,09.09.2025
199,14,Norwegian sea,ACTIVE,NO,10.09.1993,10.09.2033,440,159,PRODUCTION,22404,,,,,https://factpages.sodir.no/licence/pageview/all/22404,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22404,04.02.2025,31.01.2025,09.09.2025
200,14,Norwegian sea,INACTIVE,NO,10.09.1993,10.09.2003,832,0,,22412,,,,,https://factpages.sodir.no/licence/pageview/all/22412,,31.01.2025,31.01.2025,09.09.2025
201,14,Barents sea,INACTIVE,NO,10.09.1993,31.12.2020,680,0,,22420,,,,,https://factpages.sodir.no/licence/pageview/all/22420,,31.01.2025,31.01.2025,09.09.2025
202,14,Barents sea,INACTIVE,NO,10.09.1993,01.01.2008,1040,0,,4705176,,,,,https://factpages.sodir.no/licence/pageview/all/4705176,,31.01.2025,31.01.2025,09.09.2025
203,15,North sea,ACTIVE,NO,02.02.1996,02.02.2032,526,201,PRODUCTION,22436,,,,,https://factpages.sodir.no/licence/pageview/all/22436,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22436,31.01.2025,07.05.2025,09.09.2025
203 B,TFO2012,North sea,INACTIVE,NO,08.02.2013,08.08.2018,35,0,,22813239,,,203,22436,https://factpages.sodir.no/licence/pageview/all/22813239,,31.01.2025,31.01.2025,09.09.2025
204,15,North sea,INACTIVE,NO,02.02.1996,02.02.2004,720,0,,22444,,,,,https://factpages.sodir.no/licence/pageview/all/22444,,31.01.2025,31.01.2025,09.09.2025
205,15,North sea,INACTIVE,NO,02.02.1996,31.12.1999,1306,0,,22452,,,,,https://factpages.sodir.no/licence/pageview/all/22452,,31.01.2025,31.01.2025,09.09.2025
206,15,North sea,INACTIVE,NO,02.02.1996,31.12.2003,796,0,,22460,,,,,https://factpages.sodir.no/licence/pageview/all/22460,,31.01.2025,31.01.2025,09.09.2025
207,15,Norwegian sea,INACTIVE,NO,02.02.1996,20.01.2000,1851,0,,22468,,,,,https://factpages.sodir.no/licence/pageview/all/22468,,31.01.2025,31.01.2025,09.09.2025
208,15,Norwegian sea,ACTIVE,NO,02.02.1996,02.02.2040,929,141,PRODUCTION,22476,,,,,https://factpages.sodir.no/licence/pageview/all/22476,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22476,31.01.2025,31.01.2025,09.09.2025
209,15,Norwegian sea,ACTIVE,YES OR PARTLY,02.02.1996,02.02.2041,1835,341,PRODUCTION,22484,,,,,https://factpages.sodir.no/licence/pageview/all/22484,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22484,31.01.2025,31.01.2025,09.09.2025
209 BS,15,Norwegian sea,INACTIVE,YES OR PARTLY,07.06.2022,31.12.2023,341,0,,38723936,209,22484,,,https://factpages.sodir.no/licence/pageview/all/38723936,,06.05.2025,31.01.2025,09.09.2025
210,15,Norwegian sea,INACTIVE,NO,02.02.1996,02.02.2006,2618,0,,22492,,,,,https://factpages.sodir.no/licence/pageview/all/22492,,31.01.2025,31.01.2025,09.09.2025
211,15,Norwegian sea,ACTIVE,YES OR PARTLY,02.02.1996,02.02.2032,856,60,PRODUCTION,22500,,,,,https://factpages.sodir.no/licence/pageview/all/22500,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22500,04.02.2025,07.05.2025,09.09.2025
211 B,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,31.12.2018,98,0,,4238638,,,211,22500,https://factpages.sodir.no/licence/pageview/all/4238638,,31.01.2025,16.04.2025,09.09.2025
211 CS,15,Norwegian sea,ACTIVE,YES OR PARTLY,14.11.2022,02.02.2032,60,60,PRODUCTION,38723937,211,22500,,,https://factpages.sodir.no/licence/pageview/all/38723937,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723937,19.03.2025,07.05.2025,09.09.2025
211 DS,TFO2023,Norwegian sea,ACTIVE,YES OR PARTLY,15.03.2024,02.02.2032,10,10,PRODUCTION,38723991,,,211 CS,38723937,https://factpages.sodir.no/licence/pageview/all/38723991,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723991,19.03.2025,16.04.2025,09.09.2025
212,15,Norwegian sea,ACTIVE,NO,02.02.1996,02.02.2033,856,218,PRODUCTION,22508,,,,,https://factpages.sodir.no/licence/pageview/all/22508,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22508,31.01.2025,07.05.2025,09.09.2025
212 B,Awarded additionally to round 15,Norwegian sea,ACTIVE,NO,14.06.2002,02.02.2033,65,23,PRODUCTION,2092275,,,212,22508,https://factpages.sodir.no/licence/pageview/all/2092275,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2092275,31.01.2025,31.01.2025,09.09.2025
212 C,Awarded additionally to round 15,Norwegian sea,INACTIVE,NO,07.02.2005,01.01.2010,114,0,,3371954,212,22508,,,https://factpages.sodir.no/licence/pageview/all/3371954,,31.01.2025,07.05.2025,09.09.2025
212 D,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,01.01.2010,82,0,,4238684,,,212 C,3371954,https://factpages.sodir.no/licence/pageview/all/4238684,,31.01.2025,16.04.2025,09.09.2025
212 E,Awarded additionally to round 15,Norwegian sea,ACTIVE,NO,23.01.2008,02.02.2033,42,42,PRODUCTION,4966902,212 B,2092275,,,https://factpages.sodir.no/licence/pageview/all/4966902,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4966902,31.01.2025,31.01.2025,09.09.2025
213,15,Norwegian sea,INACTIVE,NO,02.02.1996,31.12.2010,417,0,,22516,,,,,https://factpages.sodir.no/licence/pageview/all/22516,,31.01.2025,31.01.2025,09.09.2025
214,15,Norwegian sea,INACTIVE,NO,02.02.1996,23.03.1999,831,0,,22524,,,,,https://factpages.sodir.no/licence/pageview/all/22524,,31.01.2025,31.01.2025,09.09.2025
215,15,Norwegian sea,INACTIVE,NO,02.02.1996,02.02.2006,1622,0,,22532,,,,,https://factpages.sodir.no/licence/pageview/all/22532,,31.01.2025,31.01.2025,09.09.2025
216,15,Norwegian sea,INACTIVE,NO,02.02.1996,01.02.2002,407,0,,22540,,,,,https://factpages.sodir.no/licence/pageview/all/22540,,31.01.2025,31.01.2025,09.09.2025
217,15,Norwegian sea,INACTIVE,NO,02.02.1996,07.07.2005,504,0,,22548,,,,,https://factpages.sodir.no/licence/pageview/all/22548,,31.01.2025,31.01.2025,09.09.2025
218,15,Norwegian sea,ACTIVE,NO,02.02.1996,02.02.2041,706,89,PRODUCTION,22556,,,,,https://factpages.sodir.no/licence/pageview/all/22556,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22556,04.02.2025,07.05.2025,09.09.2025
218 B,21,Norwegian sea,ACTIVE,NO,13.05.2011,02.02.2041,39,15,PRODUCTION,20428874,,,218,22556,https://factpages.sodir.no/licence/pageview/all/20428874,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20428874,04.02.2025,16.04.2025,09.09.2025
219,15,Norwegian sea,ACTIVE,NO,02.02.1996,31.12.2099,378,378,INITIAL EXTENDED,22564,,,,,https://factpages.sodir.no/licence/pageview/all/22564,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22564,31.01.2025,16.04.2025,09.09.2025
220,15,Norwegian sea,ACTIVE,NO,02.02.1996,31.12.2099,248,248,INITIAL EXTENDED,22572,,,,,https://factpages.sodir.no/licence/pageview/all/22572,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22572,31.01.2025,16.04.2025,09.09.2025
221,BARENTSHAVPROSJEKTET-97,Barents sea,INACTIVE,NO,30.05.1997,30.04.2002,0,0,,22580,,,,,https://factpages.sodir.no/licence/pageview/all/22580,,31.01.2025,31.01.2025,09.09.2025
222,BARENTSHAVPROSJEKTET-97,,INACTIVE,NO,30.05.1997,30.04.2002,0,0,,22588,,,,,https://factpages.sodir.no/licence/pageview/all/22588,,31.01.2025,31.01.2025,09.09.2025
223,BARENTSHAVPROSJEKTET-97,,INACTIVE,NO,30.05.1997,30.04.2002,0,0,,22596,,,,,https://factpages.sodir.no/licence/pageview/all/22596,,31.01.2025,31.01.2025,09.09.2025
224,BARENTSHAVPROSJEKTET-97,Barents sea,INACTIVE,NO,30.05.1997,14.05.2002,1665,0,,22604,,,,,https://factpages.sodir.no/licence/pageview/all/22604,,31.01.2025,31.01.2025,09.09.2025
225,BARENTSHAVPROSJEKTET-97,Barents sea,INACTIVE,NO,30.05.1997,01.01.2009,0,0,,22612,,,,,https://factpages.sodir.no/licence/pageview/all/22612,,31.01.2025,31.01.2025,09.09.2025
226,BARENTSHAVPROSJEKTET-97,Barents sea,INACTIVE,NO,30.05.1997,31.12.2017,0,0,,22620,,,,,https://factpages.sodir.no/licence/pageview/all/22620,,31.01.2025,07.05.2025,09.09.2025
226 B,21,Barents sea,INACTIVE,NO,13.05.2011,13.05.2017,209,0,,20429377,,,226,22620,https://factpages.sodir.no/licence/pageview/all/20429377,,31.01.2025,16.04.2025,09.09.2025
227,BARENTSHAVPROSJEKTET-97,,INACTIVE,NO,30.05.1997,15.05.2010,0,0,,22628,,,,,https://factpages.sodir.no/licence/pageview/all/22628,,31.01.2025,31.01.2025,09.09.2025
